   205/299     9.97G   0.01988  0.005349         0   0.02523        18       320    0.8332    0.7191    0.7927    0.4961   0.04062   0.01118         0
   206/299     9.97G   0.01973  0.005232         0   0.02496        45       320    0.8072    0.7157    0.7905    0.4873   0.04109   0.01107         0
   207/299     9.97G   0.02173  0.005665         0    0.0274        40       320     0.805    0.7324    0.8017    0.4989   0.03958   0.01119         0
   208/299     9.97G   0.02143  0.005356         0   0.02679        28       320    0.8242    0.7525    0.8124    0.4964   0.04111   0.01104         0
   209/299     9.97G   0.02041  0.005161         0   0.02557        15       320    0.7961    0.7592    0.8101    0.4954   0.04149   0.01099         0
   210/299     9.97G   0.02108   0.00544         0   0.02652        14       320    0.8059    0.7358    0.7956    0.4802   0.04132   0.01131         0
   211/299     9.97G   0.01999  0.005535         0   0.02553        43       320    0.8117    0.7352    0.8102    0.4952   0.03952   0.01125         0
   212/299     9.97G   0.02153  0.006089         0   0.02762        50       320    0.8119    0.7391     0.799    0.4963   0.03982   0.01156         0
   213/299     9.97G   0.02095  0.005527         0   0.02647        20       320    0.8302    0.7357    0.8037    0.4897   0.03999   0.01177         0
   214/299     9.97G   0.01983  0.005691         0   0.02552        39       320    0.7868    0.7291    0.8039    0.4992   0.03988   0.01143         0
   215/299     9.97G   0.02085  0.005457         0   0.02631        25       320    0.7954    0.7157    0.7877    0.4877   0.04018   0.01149         0
   216/299     9.97G   0.02064  0.005554         0   0.02619        21       320    0.8264    0.7023    0.7934    0.4925   0.04013   0.01136         0
   217/299     9.97G   0.02049   0.00547         0   0.02596        29       320     0.738    0.7926    0.8133    0.5073   0.03999    0.0114         0
   218/299     9.97G   0.02131  0.005446         0   0.02676        21       320    0.7947    0.7258    0.7975    0.4948   0.04018   0.01142         0
   219/299     9.97G   0.02014  0.005488         0   0.02563        29       320     0.848    0.6717    0.7941    0.4888   0.04002   0.01143         0
   220/299     9.97G   0.02065   0.00562         0   0.02627        18       320    0.7533    0.7558    0.7886    0.4852   0.04119   0.01119         0
   221/299     9.97G   0.01944  0.005433         0   0.02487         4       320    0.8176    0.7391    0.8014    0.4973   0.04057   0.01144         0
   222/299     9.97G   0.01937  0.005145         0   0.02451        21       320    0.8255    0.7458    0.8013    0.4986   0.04011   0.01148         0
