   223/299     9.97G   0.02014  0.005625         0   0.02576        14       320    0.8202    0.7324    0.8046    0.5043   0.04011   0.01129         0
   224/299     9.97G   0.02032  0.005215         0   0.02554        23       320    0.7985    0.7291    0.7814    0.4927   0.03992   0.01146         0
   225/299     9.97G   0.01871   0.00531         0   0.02402        17       320    0.8095    0.7389    0.8023    0.5059   0.04061   0.01131         0
   226/299     9.97G   0.01937   0.00508         0   0.02445        22       320    0.7815    0.7559    0.7986    0.4925   0.03995   0.01189         0
   227/299     9.97G   0.01906  0.005066         0   0.02412        18       320    0.8262    0.7157    0.7895    0.4861   0.03966   0.01188         0
   228/299     9.97G   0.02046  0.005235         0   0.02569        19       320    0.8124    0.7124    0.7742    0.4699   0.04068   0.01215         0
   229/299     9.97G   0.01844  0.005433         0   0.02387        22       320      0.83    0.7185    0.7797    0.4814   0.03922   0.01223         0
   230/299     9.97G   0.01836  0.004784         0   0.02315         9       320    0.8109    0.7458      0.79    0.4964   0.03857   0.01209         0
   231/299     9.97G   0.01984  0.005044         0   0.02489        21       320    0.8208    0.7358     0.789    0.4887   0.03873   0.01204         0
   232/299     9.97G   0.01909  0.005164         0   0.02426        24       320    0.8096    0.7255    0.7861    0.4873   0.03812   0.01247         0
   233/299     9.97G   0.01972  0.005388         0    0.0251        46       320    0.8058    0.7224     0.787    0.4939   0.03847   0.01224         0
   234/299     9.97G   0.01966  0.005559         0   0.02522        23       320    0.8234    0.7191    0.7919    0.4937   0.03837   0.01209         0
   235/299     9.97G   0.01859  0.005169         0   0.02376        14       320    0.8195     0.729    0.7862    0.4935   0.03855   0.01246         0
   236/299     9.97G   0.01869  0.005017         0   0.02371        28       320     0.834    0.7223    0.7947    0.5049   0.03857    0.0122         0
   237/299     9.97G   0.01945  0.005031         0   0.02448        32       320    0.7785    0.7525    0.7896    0.4926   0.03882   0.01246         0
   238/299     9.97G   0.01863  0.005009         0   0.02364        12       320    0.8371    0.7057    0.7955    0.5008    0.0385    0.0121         0
   239/299     9.97G   0.01913  0.005406         0   0.02454        23       320    0.8352    0.7124    0.7947    0.5017   0.03839   0.01203         0
   240/299     9.97G   0.01898  0.005129         0   0.02411        15       320    0.8178    0.7358    0.7992     0.497   0.03835   0.01205         0
   241/299     9.97G   0.01924  0.005402         0   0.02465        36       320    0.7556    0.7659    0.7961     0.503   0.03843   0.01188         0
   242/299     9.97G   0.01757  0.004816         0   0.02239         4       320    0.7986    0.7691    0.7998    0.5059   0.03851   0.01162         0
   243/299     9.97G   0.01856  0.005641         0    0.0242        34       320    0.7874    0.7555    0.7984    0.5069   0.03866   0.01179         0
   244/299     9.97G   0.01841  0.004463         0   0.02288         7       320    0.8152    0.7391    0.7938    0.5044   0.03938   0.01214         0
   245/299     9.97G    0.0183  0.004964         0   0.02326         5       320    0.7999    0.7353    0.7904    0.4992   0.03971   0.01224         0
   246/299     9.97G   0.01908  0.005423         0    0.0245         4       320    0.7946    0.7258    0.7943    0.5041   0.03954   0.01213         0
   247/299     9.97G   0.01846  0.005107         0   0.02357        20       320    0.8085    0.7258     0.792    0.5016   0.03928   0.01212         0
   248/299     9.97G   0.01877  0.005554         0   0.02433        36       320    0.8102    0.7423    0.7948    0.4956   0.04005   0.01209         0
   249/299     9.97G   0.01924  0.004989         0   0.02423         7       320    0.8595    0.6956    0.8029     0.503   0.03862    0.0122         0
   250/299     9.97G    0.0193   0.00567         0   0.02497        49       320    0.7694    0.7587    0.7999      0.51   0.03873   0.01208         0
   251/299     9.97G   0.01898  0.005684         0   0.02467        32       320    0.8178    0.7525    0.8033    0.5109   0.03897     0.012         0
   252/299     9.97G   0.01859   0.00526         0   0.02385        20       320    0.8479    0.7124    0.8008    0.5077    0.0391   0.01213         0
   253/299     9.97G   0.01853  0.004476         0   0.02301        12       320    0.8417    0.7124    0.7911     0.506    0.0389   0.01211         0
   254/299     9.97G   0.01805  0.005315         0   0.02336        37       320    0.8333    0.7357    0.7947    0.5072   0.03933   0.01192         0
   255/299     9.97G   0.01762   0.00485         0   0.02247        23       320    0.8429    0.7356    0.7994    0.5118   0.03909   0.01182         0
   256/299     9.97G   0.01902  0.005017         0   0.02404        32       320    0.8229    0.7458     0.802    0.5218   0.03909   0.01168         0
   257/299     9.97G   0.01826   0.00479         0   0.02305        12       320    0.8148    0.7357     0.796    0.5114   0.03902   0.01188         0
   258/299     9.97G   0.01912  0.005212         0   0.02434        19       320     0.828    0.7082    0.7925     0.507   0.03967   0.01179         0
   259/299     9.97G   0.01717   0.00443         0    0.0216        14       320    0.8674    0.6789    0.7866    0.5056   0.03961   0.01187         0
   260/299     9.97G   0.01845   0.00511         0   0.02356        18       320    0.7948    0.7253    0.7882     0.518    0.0389   0.01172         0
   261/299     9.97G   0.01865  0.005141         0   0.02379        26       320    0.8149    0.7291    0.7982    0.5202   0.03878    0.0117         0
   262/299     9.97G   0.01856  0.005292         0   0.02385        17       320    0.8253    0.7425    0.8068    0.5193   0.03841   0.01171         0
   263/299     9.97G   0.01859  0.005173         0   0.02376        30       320    0.7999    0.7488     0.808    0.5193    0.0382    0.0119         0
   264/299     9.97G   0.01789  0.004666         0   0.02256         9       320       0.8    0.7625    0.8082    0.5197   0.03858   0.01181         0
   265/299     9.97G   0.01743  0.004983         0   0.02242        29       320    0.8314    0.7423    0.8074     0.515   0.03874    0.0119         0
   266/299     9.97G   0.01795  0.004737         0   0.02269        23       320    0.8437    0.7224    0.8075    0.5171   0.03811   0.01204         0
   267/299     9.97G   0.01831  0.005113         0   0.02343        36       320    0.8568     0.709    0.8001    0.5182    0.0385   0.01194         0
   268/299     9.97G     0.018  0.004933         0   0.02293        14       320    0.8178    0.7357    0.7967    0.5061   0.03918   0.01183         0
   269/299     9.97G   0.01849  0.005282         0   0.02377        27       320    0.7909     0.759    0.8044    0.5096   0.03892   0.01192         0
   270/299     9.97G   0.01745  0.004664         0   0.02212         6       320    0.8418    0.7124    0.8015    0.5047   0.03894   0.01204         0
   271/299     9.97G   0.01811   0.00468         0   0.02279        20       320    0.8252    0.7423    0.8036    0.5068   0.03925   0.01188         0
   272/299     9.97G   0.01769  0.005017         0    0.0227        36       320    0.8028    0.7492     0.797    0.5095   0.03924   0.01189         0
   273/299     9.97G   0.01775  0.004782         0   0.02253        35       320    0.8154    0.7391    0.7991    0.5084   0.03893    0.0119         0
   274/299     9.97G   0.01743  0.004349         0   0.02178        11       320    0.8132    0.7424    0.7971    0.5061   0.03921   0.01196         0
   275/299     9.97G   0.01768  0.005236         0   0.02291        13       320     0.832    0.7291    0.8034      0.51   0.03948   0.01211         0
   276/299     9.97G   0.01766  0.004375         0   0.02204        18       320    0.7685    0.7659    0.8034    0.5174   0.03919   0.01212         0
   277/299     9.97G   0.01696  0.004787         0   0.02175         9       320    0.7842    0.7659     0.804    0.5205   0.03846   0.01199         0
   278/299     9.97G   0.01888  0.005432         0   0.02431        35       320    0.8243    0.7215    0.8051    0.5186    0.0382   0.01197         0
   279/299     9.97G   0.01724  0.004971         0   0.02221        33       320     0.768    0.7659    0.8005    0.5165   0.03833   0.01201         0
   280/299     9.97G   0.01733  0.004811         0   0.02214         6       320    0.7655    0.7759    0.8024    0.5182   0.03787   0.01197         0
   281/299     9.97G   0.01784  0.005328         0   0.02317        25       320    0.7889    0.7624    0.8104    0.5205   0.03788   0.01193         0
   282/299     9.97G   0.01791  0.005231         0   0.02314        28       320     0.816    0.7425    0.8048    0.5211   0.03809   0.01187         0
   283/299     9.97G   0.01821  0.004906         0   0.02311        20       320    0.8145     0.749       0.8      0.52   0.03799   0.01206         0
   284/299     9.97G   0.01703   0.00454         0   0.02157        10       320    0.7663    0.7826    0.8024    0.5194   0.03802   0.01209         0
   285/299     9.97G   0.01698  0.005045         0   0.02202        30       320    0.7868    0.7659    0.8012    0.5162   0.03779   0.01235         0
   286/299     9.97G   0.01751  0.004958         0   0.02246        20       320    0.8078    0.7458    0.7994    0.5125    0.0381   0.01249         0
   287/299     9.97G   0.01765  0.004628         0   0.02228        23       320    0.7915     0.749    0.8091    0.5179   0.03822   0.01236         0
   288/299     9.97G   0.01704  0.004792         0   0.02183         4       320    0.7758    0.7524    0.8017    0.5077   0.03841   0.01235         0
   289/299     9.97G   0.01737  0.004568         0   0.02194        11       320     0.806    0.7223     0.796     0.505   0.03886   0.01219         0
   290/299     9.97G   0.01712  0.004954         0   0.02207        12       320    0.8233    0.7191    0.7981    0.5073   0.03854   0.01223         0
   291/299     9.97G   0.01769  0.004807         0   0.02249        19       320    0.8111    0.7324    0.7977    0.5072   0.03834   0.01217         0
   292/299     9.97G   0.01689  0.004806         0    0.0217        29       320    0.8304    0.7224    0.7995    0.5144   0.03818   0.01221         0
   293/299     9.97G   0.01866   0.00561         0   0.02427        42       320    0.8566     0.719    0.8075    0.5159   0.03753   0.01226         0
   294/299     9.97G   0.01768  0.004747         0   0.02243        21       320     0.813    0.7425    0.8087    0.5196    0.0375   0.01221         0
   295/299     9.97G   0.01653  0.004528         0   0.02106         5       320    0.8097    0.7257    0.7967    0.5182   0.03809   0.01216         0
   296/299     9.97G   0.01897  0.005193         0   0.02416        25       320    0.8483    0.6922    0.7921    0.5132    0.0379    0.0123         0
   297/299     9.97G   0.01694  0.004598         0   0.02153        15       320    0.7935    0.7458    0.8066     0.521   0.03769   0.01224         0
   298/299     9.97G    0.0181   0.00511         0   0.02321        40       320    0.8269    0.7189    0.7959    0.5211   0.03847   0.01207         0
   299/299     9.97G   0.01735  0.005204         0   0.02255        30       320    0.8102    0.7425    0.8075    0.5184   0.03863   0.01212         0
